City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
485,Kalmunai,LK,79.12,light rain,7.4167,81.8167,VS Villa
486,Makasar,ID,84.25,few clouds,-5.14,119.4221,Aryaduta Makassar
487,Los Algarrobos,PA,77.41,scattered clouds,8.5,-82.4333,Waterfall Hostel
490,Markdale,CA,78.15,clear sky,44.3168,-80.6497,Danby House
491,Orillia,CA,77.67,clear sky,44.6087,-79.4207,Knights Inn Orillia
492,Vao,NC,75.97,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
494,Cordele,US,89.58,clear sky,31.9635,-83.7824,Ramada by Wyndham Cordele
499,Sarkand,KZ,71.35,clear sky,45.41,79.9186,Гостиница Сарканд
500,Riyadh,SA,86.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
501,Vaitape,PF,80.37,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
503,New Albany,US,89.91,clear sky,38.2856,-85.8241,Hampton Inn New Albany Louisville West
507,Veraval,IN,84.4,broken clouds,20.9,70.3667,Lords Inn Somnath
512,Mogadishu,SO,78.13,light rain,2.0371,45.3438,Hotel Juba
513,Abu Dhabi,AE,87.82,clear sky,24.4667,54.3667,Beach Rotana
515,Moerai,PF,75.31,scattered clouds,-22.4333,-151.3333,Le Manotel
516,Buchanan,LR,76.3,moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
521,Sur,OM,88.75,broken clouds,22.5667,59.5289,Sur Plaza Hotel
522,Nagapattinam,IN,84.0,overcast clouds,10.7667,79.8333,Sathya Lodge
523,Williamsport,US,76.82,thunderstorm,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
527,Mandera,KE,75.6,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
529,Washington,US,70.2,overcast clouds,47.5001,-120.5015,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
530,Novi Ligure,IT,73.83,scattered clouds,44.7608,8.7896,Relais Villa Pomela
533,Changping,CN,78.44,broken clouds,40.2186,116.2197,Huachang Hotel
535,Grand Gaube,MU,70.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
538,Denpasar,ID,83.86,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
540,Meulaboh,ID,80.85,overcast clouds,4.1363,96.1285,Kost Pria
541,Kindu,CD,70.2,scattered clouds,-2.95,25.95,Résidence Okanda
544,Dwarka,IN,84.92,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
545,Sibolga,ID,77.2,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
548,Nabire,ID,82.27,broken clouds,-3.3667,135.4833,Hotel Nusantara I
549,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
551,Hami,CN,83.68,overcast clouds,42.8,93.45,Laoyutang Resort
554,Fare,PF,80.24,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
555,Sao Jose Da Coroa Grande,BR,74.41,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
557,Beni Suef,EG,73.78,clear sky,29.0731,31.0979,Jewel Inn Beni Suef
559,Fountain,US,89.82,few clouds,38.6822,-104.7008,Colorado Springs KOA Holiday
560,Bontang,ID,82.42,heavy intensity rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
563,Bambanglipuro,ID,82.24,scattered clouds,-7.95,110.2833,Puri Brata
564,Balkanabat,TM,75.78,clear sky,39.5108,54.3671,Nebitchi Hotel
565,Baruun-Urt,MN,71.28,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
566,Glens Falls,US,70.02,overcast clouds,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
568,Kon Tum,VN,82.26,scattered clouds,14.35,108.0,Hoa đà spa- homestay
569,Lengshuitan,CN,72.12,overcast clouds,26.4111,111.5956,Jialong Hotel
572,Novo Aripuana,BR,72.81,scattered clouds,-5.1206,-60.3797,Hotel Ezequiel
574,Nichinan,JP,76.68,moderate rain,31.6,131.3667,Guest House Aki
576,Russell,US,89.2,clear sky,32.3502,-85.1999,Macs
577,Portland,US,70.39,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
579,Samarai,PG,81.66,broken clouds,-10.6167,150.6667,Nuli Sapi
581,Indramayu,ID,79.95,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
582,Shimanovsk,RU,72.79,overcast clouds,52.0,127.7,Гостиница Домашняя
586,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
587,Jizan,SA,88.74,clear sky,17.3333,42.6667,شهدان. ابوالحجر
589,Kismayo,SO,77.18,light rain,-0.3582,42.5454,Agan-Hotel
590,Ramos Arizpe,MX,80.89,clear sky,25.55,-100.9667,Mario's Inn
591,Ayorou,NE,82.13,overcast clouds,14.7308,0.9174,Hotel Amenokal
596,Manzil Salim,TN,73.22,clear sky,35.8567,8.4765,mohamed ben khlil omri
597,Korla,CN,78.31,overcast clouds,41.7597,86.1469,Gulisitan Hotel
599,Sanawad,IN,86.92,overcast clouds,22.1833,76.0667,Geeta shree
600,Aksu,CN,79.47,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
601,Chabahar,IR,83.21,scattered clouds,25.2919,60.643,هتل گدروشیا
603,Mansar,IN,80.33,overcast clouds,21.4,79.25,OYO 69410 Sip & Bite Restaurant N Lodging
606,Amahai,ID,83.57,few clouds,-3.3333,128.9167,HOTEL ISABELA
607,Manadhoo,MV,83.05,overcast clouds,5.7667,73.3833,Bon Abri maldives
608,Beckley,US,79.21,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
620,Mujiayingzi,CN,80.33,overcast clouds,42.1167,118.7833,Jinjiang Hotel
621,Huntsville,US,87.13,haze,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel
624,Zeya,RU,75.96,clear sky,53.75,127.2667,Kapital Inn
625,Aden,YE,85.93,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
630,Acarau,BR,76.06,few clouds,-2.8856,-40.12,castelo pizzaria
631,Sao Felix Do Xingu,BR,70.39,clear sky,-6.6447,-51.995,Rio Xingu Camping
633,Muroto,JP,74.48,overcast clouds,33.2833,134.15,Oota Ryokan
635,Cabedelo,BR,72.27,few clouds,-6.9811,-34.8339,Pousada Camboinha
638,Mersing,MY,80.51,scattered clouds,2.4312,103.8405,Timotel Hotel
641,Pedasi,PA,75.07,overcast clouds,7.5333,-80.0333,Hotel Casa de Campo Pedasí
646,Ergani,TR,71.53,clear sky,38.2653,39.7621,Serkan Hotel
647,Pitimbu,BR,72.19,few clouds,-7.4706,-34.8086,Reserva do Abiaí
648,Gravelbourg,CA,70.07,few clouds,49.8834,-106.5512,Historic Bishops Residence Bed & Breakfast
649,Oriximina,BR,73.36,clear sky,-1.7656,-55.8661,Pousada Tia Amélia
652,Pochutla,MX,77.83,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
653,Crotone,IT,72.37,clear sky,39.0851,17.1178,Helios Hotel
654,Jacareacanga,BR,73.76,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
658,Sabha,LY,75.58,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
661,Tura,IN,74.61,heavy intensity rain,25.5198,90.2201,Hotel RIKMAN Continental
663,Cap Malheureux,MU,70.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
